id,name,description,address,city,state,zip_code,phone,email,website,services,state_abbreviation,business_description
398,Economic Energy Solutions Inc.,"Solar energy and backup solutions for energy independence, resolving PG&E's PSPS","2685 Volley Rd, Meadow Vista, CA, 95722",Meadow Vista,CA,95722,18002034253,,,"[""Solar energy and backup solutions for energy independence, resolving PG&E's PSPS""]",CA,
399,Evergreen Solar Systems and Electrical,"Licensed, insured, and bonded electrical contracting company offering residential, commercial, and industrial services, including repairs, remodels, new construction, and maintenance contracts. Also installs solar energy systems and provides eco-sensitive solutions with tax credits.","851 Choate Rd, Alvin, TX, 77511",Alvin,TX,77511,12815855151,,,"[""Licensed, insured, and bonded electrical contracting company offering residential, commercial, and industrial services, including repairs, remodels, new construction, and maintenance contracts. Also installs solar energy systems and provides eco-sensitive solutions with tax credits.""]",TX,
400,American Dream Solar,"Solar panel removal and reinstallation, Residential Solar Removal and Reinstallation (Detach/Reset), Home EV Charger Installation, Other Home Solar Services","Dallas, Austin, Houston, San Antonio, Fort Worth and Surrounding Areas",Houston,TX,,14695143115,Support@adsolarusa.com,http://adsolarusa.com,"[""Solar panel removal and reinstallation, Residential Solar Removal and Reinstallation (Detach/Reset), Home EV Charger Installation, Other Home Solar Services""]",SanAntonio,
401,A&J Solar Electric,"Complete solar installation, maintenance, and electrical services for Residential, Commercial, and Agricultural clients. Also provide electric vehicle plug and residential batteries installation.","1311 Hoblitt Ave #106, Clovis, CA 93612",1311 Hoblitt Ave #106,,93612,,info@ajsolar.net,http://www.ajsolar.net,"[""Complete solar installation, maintenance, and electrical services for Residential, Commercial, and Agricultural clients. Also provide electric vehicle plug and residential batteries installation.""]",Clovis,
402,Houston Restoration Services,"Residential and Commercial Roofing, Roof Repair and Replacement, Types of Roofing, Green Roofing, Metal Roof Installations, Commercial Roofing Systems","8989 Westheimer Road, #102-252, Houston, TX, 77063",Houston,TX,77063,12818504393,,https://www.hrsroofing.com,"[""Residential and Commercial Roofing, Roof Repair and Replacement, Types of Roofing, Green Roofing, Metal Roof Installations, Commercial Roofing Systems""]",TX,
403,Good Energy LLC,Energy company,"333 Texas Street #1300, Shreveport, LA 71101",333 Texas Street #1300,LA,71101,18882961066,,http://www.goodenergyllc.us,"[""Energy company""]",Shreveport,
404,Horizon Solar LLC,Solar Design and Installation for Suffolk and Nassau County,"PO Box 685, Centerport, NY 11721",PO Box 685,NY,11721,16316834898,info@horizon-solar.com,http://horizon-solar.com/,"[""Solar Design and Installation for Suffolk and Nassau County""]",Centerport,
405,Edelman,PR and communications agency,"3302 N Mattis Ave, Champaign, IL, 16822",Champaign,IL,16822,12172909003,,https://www.edelman.com,"[""PR and communications agency""]",IL,
406,Industrial Sales,"Industrial, commercial, and residential air quality control equipment, high efficiency solar system sales and installations, Dust collectors, Industrial ductwork, PPE trim removal equipment, Equipment & system installations.","El Paso, TX 79925 United States",El Paso,TX,79925,19155888324,,http://www.indust-sales.com,"[""Industrial, commercial, and residential air quality control equipment, high efficiency solar system sales and installations, Dust collectors, Industrial ductwork, PPE trim removal equipment, Equipment & system installations.""]",TXUnitedStates,
407,Innovation Design and Construction,"General Remodeling, Kitchen Remodeling, Bathroom Remodeling, Room Addition, ADU, Plumbing and Electrical, Flooring, Interior Paint, Roofing, Windows and Doors, Exterior Paint, Solar, Hardscape and Landscape, Synthetic Grass, Insulation","12501 Burbank Blvd. #4, Valley Village, CA, 91607",Valley Village,CA,91607,18184841294,Info@innovationdesignconstruction.com,https://innovationdesignconstruction.com,"[""General Remodeling, Kitchen Remodeling, Bathroom Remodeling, Room Addition, ADU, Plumbing and Electrical, Flooring, Interior Paint, Roofing, Windows and Doors, Exterior Paint, Solar, Hardscape and Landscape, Synthetic Grass, Insulation""]",CA,
408,Gibson Energy Solutions,Not available,United States,,CA,,15308286269,,http://www.gibsonenergysolutions.com,"[""Not available""]",,
409,Heating & Air Conditioning New Cumberland | Daflure,"Heating and air conditioning project, indoor air quality, boilers, solar, and more","22 8th Street, New Cumberland, PA, 17070",New Cumberland,PA,17070,17177749480,,http://www.daflure.com,"[""Heating and air conditioning project, indoor air quality, boilers, solar, and more""]",PA,
410,Glaser Solar Inc,"Renewable Energy Company and Renewable Energy Application, complete range of services designed to meet the various needs and wants of a diverse clientele.","Fort Lupton, CO, 80621",Fort Lupton,CO,80621,13035572265,,http://www.glasersolar.com,"[""Renewable Energy Company and Renewable Energy Application, complete range of services designed to meet the various needs and wants of a diverse clientele.""]",CO,
411,AtoZ G.C,"Windows & Doors, Roofing, Air Conditioning, Home Improvement, Financing, Affordable solar power systems","5933 Ravenswood Road, #BB3, Fort Lauderdale, FL, 33312",Fort Lauderdale,FL,33312,13052392042,contact@atoz-gc.com,http://atoz-gc.com/,"[""Windows & Doors, Roofing, Air Conditioning, Home Improvement, Financing, Affordable solar power systems""]",FL,
412,All Sun Solar Products,"Solar panel installation, Commercial Solar, Residential Solar, Engineering Services, Energy Efficiency","36 Converse St, Palmer, MA, 01069",Palmer,MA,1069,14132164651,,http://allsunsolarproducts.com,"[""Solar panel installation, Commercial Solar, Residential Solar, Engineering Services, Energy Efficiency""]",MA,
413,"1 By 1 Roof, Solar, & Paint","Roofing, Solar Panel Installation and Repair, Exterior and Interior Painting","Tucson, AZ",Tucson,AZ,,15203707011,info@1by1roof.com,http://1by1roof.com,"[""Roofing, Solar Panel Installation and Repair, Exterior and Interior Painting""]",AZ,
414,Custom Solar Solutions,"Solar panels, Energy storage, EV charging, Solar battery backup, De-Rack Re-Rack, System repair","8601 Dunwoody Pl, Suite 302, Sandy Springs, GA, 30350",Sandy Springs,GA,30350,17707406898,,https://customsolarsolutions.com,"[""Solar panels, Energy storage, EV charging, Solar battery backup, De-Rack Re-Rack, System repair""]",GA,
415,1 Source Solar,Full-Service Solar Energy Installation Across Iowa & the Midwest,"3020 SW Oralabor Rd #116 Ankeny, IA 50023",3020 SW Oralabor Rd #116 Ankeny,"IA, MO",50023,15152891974,info@1sourcesolar.com,,"[""Full-Service Solar Energy Installation Across Iowa & the Midwest""]",IA,
416,Adolfson & Peterson Construction,"Family-owned, values-driven construction company known for safety, strong partner relationships, integrity and operational excellence.","5002 S Ash Avenue, Tempe, Arizona, 85282",Tempe,,85282,14803458700,ljohnson-juusola@a-p.com,http://www.a-p.com,"[""Family-owned, values-driven construction company known for safety, strong partner relationships, integrity and operational excellence.""]",Arizona,
417,CNY Solar,Connect your domain to your Wix website,"9166 N Main St, Canastota, NY 13032",9166 N Main St,NY,13032,13155521245,,http://www.cnysolar.net,"[""Connect your domain to your Wix website""]",Canastota,
418,Haughn Electric,"Solar Roof Panels, Commercial & Residential Electrician, Electric Panel Repair and Installation, Lighting Repair, Solar Installation, Panel Upgrades, Solar Energy, Electrical Repair Service, Residential Electrician, Commercial Electrical Services, Industrial LED Lighting Upgrades","Florence, SC, 29501",Florence,SC,29501,18437799025,,https://www.haughnelectric.com,"[""Solar Roof Panels, Commercial & Residential Electrician, Electric Panel Repair and Installation, Lighting Repair, Solar Installation, Panel Upgrades, Solar Energy, Electrical Repair Service, Residential Electrician, Commercial Electrical Services, Industrial LED Lighting Upgrades""]",SC,
419,Harbor Coastal Electric Solar and Power,"Solar energy services, solar installation, and solar solutions","California
United States",,CA,,16195545389,contact@hcelectricandsolar.com,https://www.hcelectricandsolar.com,"[""Solar energy services, solar installation, and solar solutions""]",,
420,GC ReVOLT,"Solar and alternative energy development company, focusing on solar system installations for farms, communities, and commercial use","5653 S 186th Ave, Omaha, NE, 68135",Omaha,NE,68135,14022175217,,https://www.gcrevolt.com,"[""Solar and alternative energy development company, focusing on solar system installations for farms, communities, and commercial use""]",NE,
421,Gray Connective,"Electrical Services, Technology Solutions, Life Safety Systems","1350 Tatamy Road, Easton, PA, 18045",Easton,PA,18045,16102533081,,https://www.grayconnective.com,"[""Electrical Services, Technology Solutions, Life Safety Systems""]",PA,
422,Cosmic Solar & Roofing,"Cosmic Solar, Inc. provides Solar Energy Solutions to Homes and Businesses across Southern California. They offer a complete line of solar services that will make your transition to clean, reliable, and inexhaustible Solar Energy effortless and rewarding. Also provide Energy Efficient Roofing and Service department will repair, maintain, and clean your current solar and roofing systems","943, Poinsettia Ave, Suite #401, Vista, CA, 92081",Vista,CA,92081,17607491111,info@cosmicsolar.com,http://www.cosmicsolar.com,"[""Cosmic Solar, Inc. provides Solar Energy Solutions to Homes and Businesses across Southern California. They offer a complete line of solar services that will make your transition to clean, reliable, and inexhaustible Solar Energy effortless and rewarding. Also provide Energy Efficient Roofing and Service department will repair, maintain, and clean your current solar and roofing systems""]",CA,
423,ArcVera Renewables,"Provides consulting and technical services for wind, solar, energy storage, and hybrid project developers, owners, and investors worldwide.","1301 Arapahoe St, Ste 105, Golden, CO, 83010",Golden,CO,83010,17202372929,info@arcvera.com,https://www.arcvera.com,"[""Provides consulting and technical services for wind, solar, energy storage, and hybrid project developers, owners, and investors worldwide.""]",CO,
424,Adams Electrics,"Electrical services such as solar & battery installs, residential, commercial, industrial. Solar New builds, Renovations, Maintenance, Communication & data, Underground services",Not specified,,CA,,1478084335,,http://adamselectrical.co,"[""Electrical services such as solar & battery installs, residential, commercial, industrial. Solar New builds, Renovations, Maintenance, Communication & data, Underground services""]",,
425,Advance Solar & Spa,"Solar services such as pool heating, solar electricity, solar hot water, and other spa needs.","2431 Crystal Drive, Ft. Myers, FL 33907",2431 Crystal Drive,FL,33907,12399397446,Info@advancesolar.com,http://advancesolar.com/,"[""Solar services such as pool heating, solar electricity, solar hot water, and other spa needs.""]",FtMyers,
426,ACP Home Armour,"Roof Installation, Repair, and Maintenance, Solar solutions, Windows & Doors, Modular Solutions, expert repairs for leaks, storm damage, and worn-out roofing materials. 24/7 emergency service available. Regular inspections and maintenance to prevent costly repairs and extend your roof’s lifespan.","1905 NW 18th ST, Bldg D, Suite 2 Pompano Beach, FL 33069
11503 Jones Maltsberger rd San Antonio Tx suite 1214",Bldg D,"FL, TX",33069115031214,17542316737,info@acphomearmour.com,http://acphomearmour.com,"[""Roof Installation, Repair, and Maintenance, Solar solutions, Windows & Doors, Modular Solutions, expert repairs for leaks, storm damage, and worn-out roofing materials. 24/7 emergency service available. Regular inspections and maintenance to prevent costly repairs and extend your roof’s lifespan.""]",SuitePompanoBeach,
427,Highlights Chicago,"Electrical solutions for residential and commercial clients, 24/7.","5766 N. Lincoln Avenue, Chicago, IL, 60659",Chicago,IL,60659,17732623333,,http://www.highlightschicago.com,"[""Electrical solutions for residential and commercial clients, 24/7.""]",IL,
428,Affiliate Solar,Not available,"9690 S 300 W Building 5, Suite C56 Sandy, UT 84070",9690 S 300 W Building 5,XX,84070,18445007652,,http://affiliatesolar.com,"[""Not available""]",SuiteCSandy,
429,515 Solar,"Solar panel system consulting, sales, installation, and financing services for residential, commercial, and agricultural customers.","1400 Walnut Street, Suite 108, Des Moines, Iowa, 50309",Des Moines,IA,50309,15154617982,,http://515solar.com,"[""Solar panel system consulting, sales, installation, and financing services for residential, commercial, and agricultural customers.""]",Iowa,
430,"iSolar, LLC.","Solar PV systems, Renewable energy, Energy independence, Carbon footprint reduction","6131, Old Concord Rd, Charlotte, NC, 28213",Charlotte,NC,28213,17049211101,sales@isolarnc.com,https://www.isolarnc.com,"[""Solar PV systems, Renewable energy, Energy independence, Carbon footprint reduction""]",NC,
431,Elevation Roofing,"Roofing services for residential and commercial projects, including installation, repair, replacement, maintenance, and coating. Specializing in various roofing materials such as shingles, single ply, modified roofs, tile, and metal. Also offer solar panel installation and storm damage repair.","Waxahachie, TX",Waxahachie,TX,,12149496996,info@elevationroofrepair.com,http://www.elevationroofingsolar.com,"[""Roofing services for residential and commercial projects, including installation, repair, replacement, maintenance, and coating. Specializing in various roofing materials such as shingles, single ply, modified roofs, tile, and metal. Also offer solar panel installation and storm damage repair.""]",TX,
432,"Ecolution Energy, LLC","WE PROVIDE TURN-KEY INSTALLATIONS OF PV SYSTEMS, Including grid tied, battery back-up, solar attic fans, sun-tubes, and home energy monitoring. We also service and maintain systems.","565 Lake Dr, Lehighton, PA 18235",565 Lake Dr,PA,18235,1570385400,JASON@ECOLUTIONENERGY.COM,http://www.ecolutionenergy.com/,"[""WE PROVIDE TURN-KEY INSTALLATIONS OF PV SYSTEMS, Including grid tied, battery back-up, solar attic fans, sun-tubes, and home energy monitoring. We also service and maintain systems.""]",Lehighton,
433,Integrity Solar USA,"Locally-owned and operated business based in the North Texas area. Offer solar panel installation and maintenance services for homeowners and businesses. Sell, install, and maintain solar panels.","196 Silver Lakes Dr, Sunset, TX, 76270",Sunset,TX,76270,19408414103,info@integritysolarusa.com,http://www.integritysolarusa.net,"[""Locally-owned and operated business based in the North Texas area. Offer solar panel installation and maintenance services for homeowners and businesses. Sell, install, and maintain solar panels.""]",TX,
434,3 Kings Roofing,"Residential and commercial roofing services, including roof repair, roof replacement, solar roofing, hail damage restoration, siding, gutters, fence repairs, chimney repair, and metal roofing. Insurance claim assistance.","701 E Plano Pkwy, Plano, TX, 75074",Plano,"TX, CO, OK, KS, IA, AR, GA, FL, MO",75074,18333147663,,http://3kingsroofing.com,"[""Residential and commercial roofing services, including roof repair, roof replacement, solar roofing, hail damage restoration, siding, gutters, fence repairs, chimney repair, and metal roofing. Insurance claim assistance.""]",TX,
435,8760 Solar,"Low-cost solar installation that will save you time, money, and energy. Powering your ranch to function efficiently and effectively without breaking the bank on the install.","11001 W 120th Ave., #400a, Broomfield, CO, 80021",Broomfield,"CO, ID, AZ, NM, WY, UT, OK, NE, KS",80021,17144700254,Sales@8760solar.com,http://8760solar.com,"[""Low-cost solar installation that will save you time, money, and energy. Powering your ranch to function efficiently and effectively without breaking the bank on the install.""]",CO,
436,Add On Electric,"Electrical services to residential and commercial clients, including electrical repair, installation, and advanced services. Services include Electrical Inspections, Electrical Installations, Electrical Repairs, Emergency Service, Rewiring, Breaker panel upgrades, New lighting installation, Home automation, Fiber optics, Hot tub and sauna electrical","Albuquerque, NM 87120",Albuquerque,NM,87120,15058049534,addonelectric@gmail.com,http://addonelectric.com,"[""Electrical services to residential and commercial clients, including electrical repair, installation, and advanced services. Services include Electrical Inspections, Electrical Installations, Electrical Repairs, Emergency Service, Rewiring, Breaker panel upgrades, New lighting installation, Home automation, Fiber optics, Hot tub and sauna electrical""]",NM,
437,A+ American Electric Enterprises Tampa,"Residential, commercial, and industrial electrical services including rewiring, grounding, converting to USB outlets, wiring upgrades, LED conversions, electrical testing, and high-voltage electrical repairs.","401 East Jackson Street, Suite 2340, Tampa, FL 33602",Suite 2340,FL,33602,18139202346,aplusamericanelectric@gmail.com,http://apelectricservices.com/,"[""Residential, commercial, and industrial electrical services including rewiring, grounding, converting to USB outlets, wiring upgrades, LED conversions, electrical testing, and high-voltage electrical repairs.""]",Tampa,
438,Dayspring Solar,"Serving homeowners and solar installers with professional engineering services, education, and guidance to achieve solar goals.",United States,,PA,,12676634637,,http://www.dayspringsolar.com,"[""Serving homeowners and solar installers with professional engineering services, education, and guidance to achieve solar goals.""]",,
439,Earth Wind and Solar,"Fully customizable solar with a 25-year warrantee and maintenance options, including solar cabanas, solar carports, solar trees, ground mounted solar, and roof mounted solar, as well as storage solutions and monitoring.","Coarsegold
United States",,CA,,15594128778,admin@ewspower.com,http://ewspower.com,"[""Fully customizable solar with a 25-year warrantee and maintenance options, including solar cabanas, solar carports, solar trees, ground mounted solar, and roof mounted solar, as well as storage solutions and monitoring.""]",,
440,A & A Air Conditioning Heating & Sheet Metal,"HVAC, heating, cooling, water heating, and solar services to residential and commercial customers. Services include: Heating Repair, Heating Service, Heating Installation, Boilers, Heat Pumps, Radiant Heating, Ductless HVAC, Water Heaters, Duct Cleaning, A/C Repair, A/C Service, A/C Installation, Solar, Generators","763 South Auburn St, Grass Valley, CA 95945",763 South Auburn St,CA,95945,15307984350,info@aaheating.com,http://aaheating.com/,"[""HVAC, heating, cooling, water heating, and solar services to residential and commercial customers. Services include: Heating Repair, Heating Service, Heating Installation, Boilers, Heat Pumps, Radiant Heating, Ductless HVAC, Water Heaters, Duct Cleaning, A/C Repair, A/C Service, A/C Installation, Solar, Generators""]",GrassValley,
441,AAA Express Heating & A/C,"Heating, air conditioning, electrical and solar panel installation for residential and commercial buildings","5029 Milne Drive, Torrance, CA, 90505",Torrance,,90505,13103469111,,http://www.aaaexpressac.com,"[""Heating, air conditioning, electrical and solar panel installation for residential and commercial buildings""]",CA,
442,Dixie Construction,Mechanical Solar Installation Experts. We handle the entire mechanical portion of your project from start to finish.,"4305 Bluff City Hwy, Bluff City, TN, 37618",Bluff City,TN,37618,14235387491,,http://www.dixieconstructiontn.com,"[""Mechanical Solar Installation Experts. We handle the entire mechanical portion of your project from start to finish.""]",TN,
443,Helio Solar LLC,"Carbon-neutral renewable energy systems, solar PV & Energy Storage systems, heating & air conditioning, roofing & gutters, EV charging stations","4 Research Drive, Suite 402, Shelton, CT 06484",Suite 402,CT,6484,18888684562,info@helio.solar,https://helio.solar,"[""Carbon-neutral renewable energy systems, solar PV & Energy Storage systems, heating & air conditioning, roofing & gutters, EV charging stations""]",Shelton,
444,"12-Gauge Electric, Inc.","Electrical Work & Repairs, Solar PV Design & Installation, Rewires, Service Panel Upgrades, Electric Service Calls, smart home installation, solar PV systems","369 South Doheny Drive, Suite 194, Beverly Hills, CA, 90211",Beverly Hills,CA,90211,13102010003,Info@12-ge.com,http://www.12-ge.net,"[""Electrical Work & Repairs, Solar PV Design & Installation, Rewires, Service Panel Upgrades, Electric Service Calls, smart home installation, solar PV systems""]",CA,
445,Advanced Custom Electric,"Electrical Contractor serving residential and commercial customers. Services include: lighting design, home automation, audio/video systems and renewable energy solutions.","PO Box 4220, Jackson, WY 83001",PO Box 4220,"WY, ID",83001,,ace@acelectricjh.com,http://www.acelectricjh.com,"[""Electrical Contractor serving residential and commercial customers. Services include: lighting design, home automation, audio/video systems and renewable energy solutions.""]",Jackson,
446,207 Solar,"Engineering, procurement, and construction (EPC) services for photovoltaic systems and other alternative energy solutions. Expertise spans across the design, installation, and maintenance of high-efficiency solar power systems","310 Center Limestone Road, Fort Fairfield, ME, 04742",Fort Fairfield,ME,4742,12072274443,info@207solar.com,http://www.207solar.biz,"[""Engineering, procurement, and construction (EPC) services for photovoltaic systems and other alternative energy solutions. Expertise spans across the design, installation, and maintenance of high-efficiency solar power systems""]",ME,
447,Corda Solar,"Solar Panel Installation & Energy Solutions, Solar Photovoltaic (PV) System Installation, Battery Energy Storage Systems, Solar Pool Heating, Standby Generators, Removal & Replacement for Re-Roofs, Tesla Powerwall Certified Installer","523 San Ramon Valley Blvd, Danville, CA, 94526",Danville,CA,94526,1925256622,info@cordasolar.com,http://www.cordasolar.com,"[""Solar Panel Installation & Energy Solutions, Solar Photovoltaic (PV) System Installation, Battery Energy Storage Systems, Solar Pool Heating, Standby Generators, Removal & Replacement for Re-Roofs, Tesla Powerwall Certified Installer""]",CA,
448,Brilliant Electric,"Residential and Commercial Electrical Services, including Air Conditioner Power, Bathroom Exhaust Fan, Electric Vehicle Chargers, Knob and Tube Wiring, LED Lighting, and more.","405 El Camino Real, Suite 235, Menlo Park, CA, 94025",Menlo Park,CA,94025,16503272138,,https://www.electricianmenlopark.com,"[""Residential and Commercial Electrical Services, including Air Conditioner Power, Bathroom Exhaust Fan, Electric Vehicle Chargers, Knob and Tube Wiring, LED Lighting, and more.""]",CA,
449,21st Century Group,"Solar Powered Products, Solar Street Lights, off-grid power for small homes, refrigeration, and Water Purification. Portable Solar Stations for farmers to run irrigation systems","505, Milltown Road, North Brunswick, New Jersey, 08902",North Brunswick,NJ,8902,17328260904,info@21st-century-group.com,http://21st-century-group.com/,"[""Solar Powered Products, Solar Street Lights, off-grid power for small homes, refrigeration, and Water Purification. Portable Solar Stations for farmers to run irrigation systems""]",NewJersey,
450,Green Visions Solar,"Clean energy solutions for homes, farms, and commercial spaces. Solar panel installation, repair, and solar battery backup systems.","8533 E Seneca Turnpike, Manlius, NY, 13104",Manlius,NY,13104,13157260088,,http://www.greenvisionssolar.com,"[""Clean energy solutions for homes, farms, and commercial spaces. Solar panel installation, repair, and solar battery backup systems.""]",NY,
451,"Goodiel Electric, LLC","Electrical Contractor Services, including Electrical Inspections, New Construction Wiring, Code Violation Correction, Electrical Service Upgrades, and more.","2270 NW, Sunset Blvd., Jensen Beach, Martin County, Florida, 34957",Martin County,FL,34957,17722632333,glenngoodiel1020@gmail.com,https://www.goodielelectric.com,"[""Electrical Contractor Services, including Electrical Inspections, New Construction Wiring, Code Violation Correction, Electrical Service Upgrades, and more.""]",Florida,
452,"Infinity Solar Solutions, LLC","Solar energy installer, electrical power back-up systems, grid direct and off-grid solar systems, spray foam insulation, LED light retrofit, energy efficient window replacement","2314 Kermit Hwy, Odessa, TX, 79761",Odessa,TX,79761,14322720631,cc@infinitysolarsolutions.net,https://www.infinitysolarsolutions.net,"[""Solar energy installer, electrical power back-up systems, grid direct and off-grid solar systems, spray foam insulation, LED light retrofit, energy efficient window replacement""]",TX,
453,CM Solar Electric,"Residential Solar, Commercial Solar, Battery Storage, Solar Panel Installation","10965 San Diego Mission Road, San Diego, CA, 92108",San Diego,CA,92108,16194881117,,http://www.cmsolarelectric.com,"[""Residential Solar, Commercial Solar, Battery Storage, Solar Panel Installation""]",CA,
454,Crownsolarelectric,Online casino and lottery games,"3321 Kimber Dr, Suite D, Newbury Park, CA, 91320",Newbury Park,CA,91320,18004416157,,http://www.crownsolarelectric.com,"[""Online casino and lottery games""]",CA,
455,www.solarinstallationsandiego.com,Solar Installation,"5014 Narragansett Ave., Suite #10, San Diego, CA, 92107",San Diego,CA,92107,16197099102,,http://www.solarinstallationsandiego.com,"[""Solar Installation""]",CA,
456,American Diversified Energy,"American Diversified Energy is an alternative energy company involved in the design, construction, operation, and ownership of diversified energy properties.","711 W, 17th Street, Suite D-5, Costa Mesa, CA, 92627",Costa Mesa,CA,92627,19492589842,Info@amdivenergy.com,http://www.americandiversifiedenergy.com,"[""American Diversified Energy is an alternative energy company involved in the design, construction, operation, and ownership of diversified energy properties.""]",CA,
457,Acts 29 Solar and Electric,Solar and Electric Company,"4045 NW 64th St, Ste 322, Oklahoma City, OK, 73116",Oklahoma City,OK,73116,14052665837,,http://acts29solarandelectric.com,"[""Solar and Electric Company""]",OK,
458,Advanced Solar Solutions,"NYC solar installer, mission is to simplify the process of going solar for residents and businesses alike. Offer a streamlined approach, handling everything from initial consultation to installation, making the transition to solar energy effortless and seamless.","14134 71st Ave, Queens, NY 11367, United States",Queens,NY,,13474558430,sales@advancedsolarny.com,http://advancedsolarny.com,"[""NYC solar installer, mission is to simplify the process of going solar for residents and businesses alike. Offer a streamlined approach, handling everything from initial consultation to installation, making the transition to solar energy effortless and seamless.""]",NY,
459,Geode Energy,No information available,"3305 Quincy Avenue, Danville, Iowa, 52623",Danville,CA,52623,13197502144,info@geodeenergy.com,https://geodeenergy.com,"[""No information available""]",Iowa,
460,"Energy Smart Engineering, Inc.","HVAC installation, Solar installation, HVAC repair, Alternative Heating and Cooling System, Indoor Air Quality & Microbiotic Mitigation, Outdoor Comfort","5460 W Mission Ave # 100, Fresno, CA 93722",5460 W Mission Ave # 100,CA,93722,15598257135,[info@energysmartfresno.com](mailto:info@energysmartfresno.com),https://energysmartair.com,"[""HVAC installation, Solar installation, HVAC repair, Alternative Heating and Cooling System, Indoor Air Quality & Microbiotic Mitigation, Outdoor Comfort""]",Fresno,
461,Florida Renewable Experts,Connect your domain to your Wix website,"1001 Exchange Pl., Unit 101, Saint Cloud, FL, 34769",Saint Cloud,FL,34769,14078619040,,http://www.floridarenewableexperts.com,"[""Connect your domain to your Wix website""]",FL,
462,Influent Energy,Solar Evaluation,"1828 Walnut St., Kansas City, MO, 64108",Kansas City,MO,64108,18162191340,info@influentenergy.com,https://influentenergy.com,"[""Solar Evaluation""]",MO,
463,Greenstar Power,"Design, repair, and installation of solar panel systems and energy efficient solutions. Solar Installation, Home Energy Upgrades, Batteries, Generators, Diagnostic Service, System Maintenance and Repair, Detach/Resets and Solar Panel Cleaning.","4000 Sunrise Rd, Bldg. 1, Suite 1100, Round Rock, TX, 78665",Round Rock,TX,78665,15122537100,info@greenstarpower.com,http://www.greenstarpower.com,"[""Design, repair, and installation of solar panel systems and energy efficient solutions. Solar Installation, Home Energy Upgrades, Batteries, Generators, Diagnostic Service, System Maintenance and Repair, Detach/Resets and Solar Panel Cleaning.""]",TX,
464,A2M CONTRACTORS,"General contracting, roofing, and solar services including home renovation and remodeling, interior and exterior projects, home additions and extensions, detached accessory dwelling units (ADUs), kitchen and bathroom remodels and renovations, patios and decks, windows (installation, upgrades, repairs, and replacements), roof repairs and full replacements, roof repair and replacement cost estimates, roof inspections, annual maintenance, solar consultations, solar installations, and solar maintenance and repair.","1877 Petaluma Drive, Chula Vista, CA, 91913",Chula Vista,CA,91913,16196008980,info@a2mcontractors.com,http://a2mcontractors.com,"[""General contracting, roofing, and solar services including home renovation and remodeling, interior and exterior projects, home additions and extensions, detached accessory dwelling units (ADUs), kitchen and bathroom remodels and renovations, patios and decks, windows (installation, upgrades, repairs, and replacements), roof repairs and full replacements, roof repair and replacement cost estimates, roof inspections, annual maintenance, solar consultations, solar installations, and solar maintenance and repair.""]",CA,
465,Home Improvement Projects Plus (HIPP),"Provides affordable, easy, and efficient way for homeowners to tackle any projects in the home, big or small. Offers multiple bids from reputable home improvement companies.","10783 Jamacha Blvd., Spring Valley, California, 91978",Spring Valley,CA,91978,18583846205,,https://www.hiphomes619.com/,"[""Provides affordable, easy, and efficient way for homeowners to tackle any projects in the home, big or small. Offers multiple bids from reputable home improvement companies.""]",California,
466,3rd Rock Contracting Roofing & Solar,"Roofing, Residential, Commercial, Solar, Roof Restoration, home improvements, remodeling contracting, property damage restoration, and insurance claims estimates","729, Champagne Dr., Kenner, LA, 70065",Kenner,LA,70065,15043708157,,http://www.3rdrockcontracting.com/,"[""Roofing, Residential, Commercial, Solar, Roof Restoration, home improvements, remodeling contracting, property damage restoration, and insurance claims estimates""]",LA,
467,"Allstars Electrical, LLC.","Residential, commercial, and gas station electrical services, as well as solar service.","10 Dockerel Road, Vernon, CT, 06066",Vernon,CT,6066,18608723180,,http://allstarselectrical.com/,"[""Residential, commercial, and gas station electrical services, as well as solar service.""]",CT,
468,JEBL Engineering & Construction,"General Engineering & Construction Services for Renewable Energy and Beyond, including Solar PV, Battery Storage, and Generator Installation, Service & Maintenance, Whole Home Electrical Installation & Maintenance Services, General Contracting & Building, Ground or Canopy Mount Pier Hole Excavation and Trenching Services, and Consulting services for Design, Safety, Quality, and Testing & Commissioning.","San Luis Obispo, CA, 93401, United States",CA,CA,,18052152556,jesse.elliott@jeblec.com,,"[""General Engineering & Construction Services for Renewable Energy and Beyond, including Solar PV, Battery Storage, and Generator Installation, Service & Maintenance, Whole Home Electrical Installation & Maintenance Services, General Contracting & Building, Ground or Canopy Mount Pier Hole Excavation and Trenching Services, and Consulting services for Design, Safety, Quality, and Testing & Commissioning.""]",,
469,Evident Solar LLC,"Solar Panel Installation, Off-grid Solar Installation, EV Charger Installation, and Battery Backups.","1021 N Taft Hill Road, Fort Collins, CO, 80521",Fort Collins,CO,80521,19703163311,,http://www.evidentsolar.com,"[""Solar Panel Installation, Off-grid Solar Installation, EV Charger Installation, and Battery Backups.""]",CO,
470,A J Leo Electric & Solar,"Electrical and Solar services including repairs, changes, additions, and new installations. They handle small jobs such as changing/adding switches and plugs.","PO Box 125, Harsens Island, MI, 48028",Harsens Island,MI,48028,17343686945,Amy@AJLeo.com,http://ajleo.com,"[""Electrical and Solar services including repairs, changes, additions, and new installations. They handle small jobs such as changing/adding switches and plugs.""]",MI,
